@T,table,
Created,2019-01-13 17:07,
Author,HortonMachine library,
@H,timestamp,value_7
ID,,7
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2010-01-01 00:00,0
,2010-01-01 01:00,0
,2010-01-01 02:00,0
,2010-01-01 03:00,0
,2010-01-01 04:00,0
,2010-01-01 05:00,0
,2010-01-01 06:00,0
,2010-01-01 07:00,0
,2010-01-01 08:00,40.187810516
,2010-01-01 09:00,76.1096311273
,2010-01-01 10:00,92.5546925436
,2010-01-01 11:00,514.412236737
,2010-01-01 12:00,401.6606111173
,2010-01-01 13:00,92.3419563849
,2010-01-01 14:00,75.9109828861
,2010-01-01 15:00,40.0469118157
,2010-01-01 16:00,0
,2010-01-01 17:00,0
,2010-01-01 18:00,0
,2010-01-01 19:00,0
,2010-01-01 20:00,0
,2010-01-01 21:00,0
,2010-01-01 22:00,0
,2010-01-01 23:00,0
,2010-01-02 00:00,0
,2010-01-02 01:00,0
,2010-01-02 02:00,0
,2010-01-02 03:00,0
,2010-01-02 04:00,0
,2010-01-02 05:00,0
,2010-01-02 06:00,0
,2010-01-02 07:00,0
,2010-01-02 08:00,40.6591686784
,2010-01-02 09:00,76.3993643897
,2010-01-02 10:00,92.8167875237
,2010-01-02 11:00,516.3817086814
,2010-01-02 12:00,99.8546361498
,2010-01-02 13:00,92.6606823673
,2010-01-02 14:00,76.239595091
,2010-01-02 15:00,40.5674366736
,2010-01-02 16:00,0
,2010-01-02 17:00,0
,2010-01-02 18:00,0
,2010-01-02 19:00,0
,2010-01-02 20:00,0
,2010-01-02 21:00,0
,2010-01-02 22:00,0
,2010-01-02 23:00,0
,2010-01-03 00:00,0
,2010-01-03 01:00,0
,2010-01-03 02:00,0
,2010-01-03 03:00,0
,2010-01-03 04:00,0
,2010-01-03 05:00,0
,2010-01-03 06:00,0
,2010-01-03 07:00,0
,2010-01-03 08:00,41.3356711766
,2010-01-03 09:00,76.8063542188
,2010-01-03 10:00,93.0523335551
,2010-01-03 11:00,517.8924688117
,2010-01-03 12:00,99.8751077499
,2010-01-03 13:00,92.6422001581
,2010-01-03 14:00,76.3580707694
,2010-01-03 15:00,41.0128722132
,2010-01-03 16:00,0
,2010-01-03 17:00,0
,2010-01-03 18:00,0
,2010-01-03 19:00,0
,2010-01-03 20:00,0
,2010-01-03 21:00,0
,2010-01-03 22:00,0
,2010-01-03 23:00,0
,2010-01-04 00:00,0
,2010-01-04 01:00,0
,2010-01-04 02:00,0
,2010-01-04 03:00,0
,2010-01-04 04:00,0
,2010-01-04 05:00,0
,2010-01-04 06:00,0
,2010-01-04 07:00,0
,2010-01-04 08:00,41.6081969644
,2010-01-04 09:00,76.6623159499
,2010-01-04 10:00,92.7841826233
,2010-01-04 11:00,517.409351281
,2010-01-04 12:00,99.6633459789
,2010-01-04 13:00,244.50031319
,2010-01-04 14:00,76.2884333302
,2010-01-04 15:00,41.401558669
,2010-01-04 16:00,0
,2010-01-04 17:00,0
,2010-01-04 18:00,0
,2010-01-04 19:00,0
,2010-01-04 20:00,0
,2010-01-04 21:00,0
,2010-01-04 22:00,0
,2010-01-04 23:00,0
,2010-01-05 00:00,0
,2010-01-05 01:00,0
,2010-01-05 02:00,0
,2010-01-05 03:00,0
,2010-01-05 04:00,0
,2010-01-05 05:00,0
,2010-01-05 06:00,0
,2010-01-05 07:00,0
,2010-01-05 08:00,42.1304647645
,2010-01-05 09:00,76.7974173474
,2010-01-05 10:00,92.8907847823
,2010-01-05 11:00,518.8591050803
,2010-01-05 12:00,405.7526721017
,2010-01-05 13:00,245.8448267458
,2010-01-05 14:00,76.6061194772
,2010-01-05 15:00,41.977252632
,2010-01-05 16:00,0
,2010-01-05 17:00,0
,2010-01-05 18:00,0
,2010-01-05 19:00,0
,2010-01-05 20:00,0
,2010-01-05 21:00,0
,2010-01-05 22:00,0
,2010-01-05 23:00,0
,2010-01-06 00:00,0
,2010-01-06 01:00,0
,2010-01-06 02:00,0
,2010-01-06 03:00,0
,2010-01-06 04:00,0
,2010-01-06 05:00,0
,2010-01-06 06:00,0
,2010-01-06 07:00,0
,2010-01-06 08:00,42.8980130138
,2010-01-06 09:00,77.3529681204
,2010-01-06 10:00,93.2812755605
,2010-01-06 11:00,521.5035740664
,2010-01-06 12:00,408.2999513778
,2010-01-06 13:00,247.4749402656
,2010-01-06 14:00,76.8595179013
,2010-01-06 15:00,42.5438463934
,2010-01-06 16:00,0
,2010-01-06 17:00,0
