@T,table,
Created,2019-01-02 08:07,
Author,HortonMachine library,
@H,timestamp,value_6
ID,,6
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2010-01-01 00:00,-1.1394744084
,2010-01-01 01:00,-2.0129995196
,2010-01-01 02:00,-3.0047579118
,2010-01-01 03:00,-3.037817171
,2010-01-01 04:00,-2.9633017377
,2010-01-01 05:00,-3.0152687111
,2010-01-01 06:00,-3.1377144697
,2010-01-01 07:00,-3.3625387845
,2010-01-01 08:00,-3.2285636971
,2010-01-01 09:00,-2.5252005278
,2010-01-01 10:00,-1.4521348739
,2010-01-01 11:00,-0.7490403548
,2010-01-01 12:00,0.5106953793
,2010-01-01 13:00,0.6092399146
,2010-01-01 14:00,0.2094184451
,2010-01-01 15:00,-0.3641732597
,2010-01-01 16:00,-1.1885304929
,2010-01-01 17:00,-1.7364969058
,2010-01-01 18:00,-2.1601646149
,2010-01-01 19:00,-2.0678845829
,2010-01-01 20:00,-2.0050671393
,2010-01-01 21:00,-1.9050434757
,2010-01-01 22:00,-1.6694371304
,2010-01-01 23:00,-1.7676351835
,2010-01-02 00:00,-1.7476895834
,2010-01-02 01:00,-1.5116808387
,2010-01-02 02:00,-1.5042711125
,2010-01-02 03:00,-1.774836656
,2010-01-02 04:00,-2.0543737348
,2010-01-02 05:00,-2.6272445331
,2010-01-02 06:00,-3.2678748738
,2010-01-02 07:00,-3.8967043137
,2010-01-02 08:00,-4.2064428789
,2010-01-02 09:00,-3.8975406087
,2010-01-02 10:00,-3.1473990498
,2010-01-02 11:00,-2.7179226093
,2010-01-02 12:00,-3.1742827759
,2010-01-02 13:00,-3.8493090986
,2010-01-02 14:00,-4.8090470183
,2010-01-02 15:00,-5.7989136702
,2010-01-02 16:00,-6.4622810623
,2010-01-02 17:00,-7.0168856333
,2010-01-02 18:00,-8.2317843893
,2010-01-02 19:00,-8.812568477
,2010-01-02 20:00,-9.0840753808
,2010-01-02 21:00,-9.4562198892
,2010-01-02 22:00,-9.6991711785
,2010-01-02 23:00,-10.2427829723
,2010-01-03 00:00,-10.3229480035
,2010-01-03 01:00,-10.2486881289
,2010-01-03 02:00,-10.4914715622
,2010-01-03 03:00,-10.7215547274
,2010-01-03 04:00,-11.1665594818
,2010-01-03 05:00,-11.6660044209
,2010-01-03 06:00,-11.6571225026
,2010-01-03 07:00,-11.3929331289
,2010-01-03 08:00,-11.1967744277
,2010-01-03 09:00,-10.4576478305
,2010-01-03 10:00,-9.6105344342
,2010-01-03 11:00,-7.7679688362
,2010-01-03 12:00,-6.5698961728
,2010-01-03 13:00,-6.3862735015
,2010-01-03 14:00,-7.1617554986
,2010-01-03 15:00,-8.0065580423
,2010-01-03 16:00,-8.8520964123
,2010-01-03 17:00,-9.4764986997
,2010-01-03 18:00,-9.9844662253
,2010-01-03 19:00,-10.2974305568
,2010-01-03 20:00,-10.6157378342
,2010-01-03 21:00,-10.6206731625
,2010-01-03 22:00,-10.8619841293
,2010-01-03 23:00,-11.163101156
,2010-01-04 00:00,-10.872655514
,2010-01-04 01:00,-11.019301172
,2010-01-04 02:00,-11.3972763618
,2010-01-04 03:00,-11.4983651407
,2010-01-04 04:00,-11.4673393311
,2010-01-04 05:00,-11.616378254
,2010-01-04 06:00,-11.3243036524
