@T,table,
Created,2019-01-02 08:07,
Author,HortonMachine library,
@H,timestamp,value_2
ID,,2
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2010-01-01 00:00,0.1205701828
,2010-01-01 01:00,-0.5251841746
,2010-01-01 02:00,-1.3027057065
,2010-01-01 03:00,-1.8948488444
,2010-01-01 04:00,-2.0900647108
,2010-01-01 05:00,-2.2729991057
,2010-01-01 06:00,-2.6055376408
,2010-01-01 07:00,-3.0145150957
,2010-01-01 08:00,-2.8771886287
,2010-01-01 09:00,-2.0207925924
,2010-01-01 10:00,-0.1432797664
,2010-01-01 11:00,1.1362324021
,2010-01-01 12:00,3.7754137931
,2010-01-01 13:00,3.7500745982
,2010-01-01 14:00,2.4081441507
,2010-01-01 15:00,1.2667688512
,2010-01-01 16:00,0.269868329
,2010-01-01 17:00,-0.6385051637
,2010-01-01 18:00,-1.2191817092
,2010-01-01 19:00,-1.1913947106
,2010-01-01 20:00,-1.3986567808
,2010-01-01 21:00,-1.4851529956
,2010-01-01 22:00,-1.3861036746
,2010-01-01 23:00,-1.5560859129
,2010-01-02 00:00,-1.2086112222
,2010-01-02 01:00,-0.9203673238
,2010-01-02 02:00,-0.6550808489
,2010-01-02 03:00,-0.6938056867
,2010-01-02 04:00,-1.1439605393
,2010-01-02 05:00,-2.1460797918
,2010-01-02 06:00,-2.8823451586
,2010-01-02 07:00,-3.2244195179
,2010-01-02 08:00,-3.8039300331
,2010-01-02 09:00,-2.5505953841
,2010-01-02 10:00,-1.0773074565
,2010-01-02 11:00,-0.8245598436
,2010-01-02 12:00,-1.457725875
,2010-01-02 13:00,-2.0865604307
,2010-01-02 14:00,-3.0627064798
,2010-01-02 15:00,-4.0466880381
,2010-01-02 16:00,-4.7722170422
,2010-01-02 17:00,-5.2223977628
,2010-01-02 18:00,-5.8646846392
,2010-01-02 19:00,-6.0917482358
,2010-01-02 20:00,-6.2260104039
,2010-01-02 21:00,-6.7872946686
,2010-01-02 22:00,-7.0783755921
,2010-01-02 23:00,-8.1333067734
,2010-01-03 00:00,-9.7699582928
,2010-01-03 01:00,-10.3338533765
,2010-01-03 02:00,-9.9279106053
,2010-01-03 03:00,-11.0788691495
,2010-01-03 04:00,-11.3634960797
,2010-01-03 05:00,-11.8124679442
,2010-01-03 06:00,-12.0411451841
,2010-01-03 07:00,-12.2043578335
,2010-01-03 08:00,-12.0553589227
,2010-01-03 09:00,-11.3109530743
,2010-01-03 10:00,-9.7839846526
,2010-01-03 11:00,-5.4363321051
,2010-01-03 12:00,-4.7046920556
,2010-01-03 13:00,-5.688290409
,2010-01-03 14:00,-7.8748569082
,2010-01-03 15:00,-8.4079724562
,2010-01-03 16:00,-8.9875554064
,2010-01-03 17:00,-9.5594780118
,2010-01-03 18:00,-10.1308151315
,2010-01-03 19:00,-10.3815292001
,2010-01-03 20:00,-10.7296073517
,2010-01-03 21:00,-11.1127662004
,2010-01-03 22:00,-11.477793023
,2010-01-03 23:00,-11.4565013427
,2010-01-04 00:00,-11.6052773943
,2010-01-04 01:00,-11.7301748623
,2010-01-04 02:00,-12.1037914308
,2010-01-04 03:00,-12.0223894726
,2010-01-04 04:00,-11.9950919746
,2010-01-04 05:00,-11.900162044
,2010-01-04 06:00,-11.2174983002
